IBGE;NU_IDENTIFICADOR;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;q55_14;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
350600;3,506E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/01/2022;3506003;São Paulo;Região Sudeste;Bauru;667,684;379146;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;4;6;10;;6;;;3;;;;20;20
350600;3,506E+12;Feminino;Médio Incompleto;Sem formação profissional;Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços;Cuidador(a);De 31 a 40 horas semanais;02/06/2008;3506003;São Paulo;Região Sudeste;Bauru;667,684;379146;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;6;10;;6;;;3;;;;20;20
350600;3,506E+12;Feminino;Médio Completo;Profissional de nível médio;Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços;Apoio Administrativo;De 31 a 40 horas semanais;01/04/2008;3506003;São Paulo;Região Sudeste;Bauru;667,684;379146;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;4;6;10;;6;;;3;;;;20;20
350950;3,5095E+12;Masculino;Fundamental Incompleto;Sem formação profissional;Empregada(o) Privada(o) (CLT);Motorista;De 11 a 20 horas semanais;14/06/2005;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Médio Completo;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Cozinheiro(a);De 11 a 20 horas semanais;06/10/2019;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Fundamental Completo;Sem formação profissional;Empregada(o) Privada(o) (CLT);Serviços Gerais;De 11 a 20 horas semanais;01/05/2020;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Sem formação profissional;Empregada(o) Privada(o) (CLT);Serviços Gerais;De 21 a 30 horas semanais;20/06/2018;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;29/07/2013;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Coordenador(a);De 11 a 20 horas semanais;09/09/1997;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Outros;Até 10 horas semanais;20/05/2020;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Motorista;De 31 a 40 horas semanais;17/08/1998;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Fundamental Completo;Sem formação profissional;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;21/03/2021;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Mestrado;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;31/07/1998;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Outros;Até 10 horas semanais;08/09/2016;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Administrador(a);Empregada(o) Privada(o) (CLT);Apoio Administrativo;Até 10 horas semanais;17/03/2014;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;02/08/2013;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Profissional de nível médio;Terceirizada(o);Outros;Mais de 44 horas semanais;01/07/2016;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Outra formação de nível superior;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 11 a 20 horas semanais;04/06/2018;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 31 a 40 horas semanais;12/04/2022;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Comissionada(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;07/03/2023;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Pedagoga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 31 a 40 horas semanais;07/03/2023;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Apoio Administrativo;De 31 a 40 horas semanais;29/01/2015;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Outra formação de nível superior;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;24/10/2022;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;06/06/2022;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;31/01/2020;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Superior Completo;Administrador(a);Empregada(o) Privada(o) (CLT);Apoio Administrativo;Até 10 horas semanais;17/02/2016;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Médio Completo;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Apoio Administrativo;Até 10 horas semanais;13/11/2019;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Médio Completo;Sem formação profissional;Empregada(o) Privada(o) (CLT);Apoio Administrativo;Até 10 horas semanais;03/06/2019;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;13/09/2000;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;3;8;16;1;7;;;2;7;;1;19;27
350950;3,5095E+12;Masculino;Superior Completo;Sem formação profissional;Empregada(o) Privada(o) (CLT);Educador(a) Social;Até 10 horas semanais;06/08/2016;3509502;São Paulo;Região Sudeste;Campinas;794,571;1139047;Metrópole;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;8;16;1;7;;;2;7;;1;19;27
351040;3,5104E+12;Feminino;Superior Completo;Assistente Social;Voluntária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;01/05/2017;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351040;3,5104E+12;Feminino;Superior Completo;Terapeuta Ocupacional;Voluntária(o);Coordenador(a);De 21 a 30 horas semanais;01/05/2017;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351040;3,5104E+12;Feminino;Especialização;Pedagoga(o);Outro vínculo não permanente;Técnico(a) de nível superior;De 11 a 20 horas semanais;01/08/2020;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351040;3,5104E+12;Feminino;Superior Completo;Psicóloga(o);Sem Vínculo;Técnico(a) de nível superior;De 21 a 30 horas semanais;04/07/2017;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351040;3,5104E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/01/2023;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351040;3,5104E+12;Feminino;Superior Incompleto;Sem formação profissional;Empregada(o) Privada(o) (CLT);Apoio Administrativo;De 21 a 30 horas semanais;01/04/2022;3510401;São Paulo;Região Sudeste;Capivari;322,878;50068;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1;5;1;1;;;2;;;;6;6
351070;3,5107E+12;Feminino;Superior Completo;Advogada(o);Outro vínculo não permanente;Coordenador(a);De 31 a 40 horas semanais;01/01/2017;3510708;São Paulo;Região Sudeste;Cardoso;639,248;11345;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;;;2;;1;;1;;1;;;1;2
351070;3,5107E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;09/04/2019;3510708;São Paulo;Região Sudeste;Cardoso;639,248;11345;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;1;;1;;;1;2
351500;3,515E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;23/05/2018;3515004;São Paulo;Região Sudeste;Embu das Artes;70,398;250691;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
351500;3,515E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;23/05/2018;3515004;São Paulo;Região Sudeste;Embu das Artes;70,398;250691;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
351500;3,515E+12;Masculino;Médio Completo;Profissional de nível médio;Servidor(a) Estatutária(o);Apoio Administrativo;De 31 a 40 horas semanais;15/06/2022;3515004;São Paulo;Região Sudeste;Embu das Artes;70,398;250691;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
351620;3,5162E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Privada(o) (CLT);Coordenador(a);De 21 a 30 horas semanais;02/01/2023;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351620;3,5162E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Empregada(o) Privada(o) (CLT);Serviços Gerais;De 21 a 30 horas semanais;01/07/2021;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351620;3,5162E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;25/01/2022;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351620;3,5162E+12;Feminino;Superior Completo;Outra formação de nível superior;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;22/06/2023;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351620;3,5162E+12;Masculino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;19/07/2023;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351620;3,5162E+12;Feminino;Superior Incompleto;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Apoio Administrativo;De 41 a 44 horas semanais;04/08/2023;3516200;São Paulo;Região Sudeste;Franca;605,679;352536;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1;1;4;;2;;;1;;;;6;6
351880;3,5188E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Pública(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;14/08/2023;3518800;São Paulo;Região Sudeste;Guarulhos;318,675;1291771;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Empregado Público (CLT);;;Nível Superior;;;;;Psicólogo;;Empregado Público (CLT);;;;;7;;3;;;3;;2;;5;7
