IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
410880,"4,1088E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410880,Guaíra
410880,"4,1088E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410880,Guaíra
410880,"4,1088E+12",Masculino,Superior Completo,Profissional de nível médio,Sem Vínculo,Paraná,410880,Guaíra
410880,"4,1088E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410880,Guaíra
410880,"4,1088E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410880,Guaíra
410930,"4,1093E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410930,Guaraniaçu
410930,"4,1093E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410930,Guaraniaçu
410930,"4,1093E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,410930,Guaraniaçu
410930,"4,1093E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410930,Guaraniaçu
410940,"4,1094E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Outra formação de nível superior,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Especialização,Advogada(o),Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410940,"4,1094E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410940,Guarapuava
410980,"4,1098E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410980,Ibiporã
410980,"4,1098E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410980,Ibiporã
410980,"4,1098E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410980,Ibiporã
410980,"4,1098E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410980,Ibiporã
410980,"4,1098E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Paraná,410980,Ibiporã
410980,"4,1098E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410980,Ibiporã
411070,"4,1107E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Servidor(a) Estatutário(a),Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Fundamental Completo,Profissional de nível médio,Servidor(a) Temporário(a),Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Enfermeira(o),Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Fundamental Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Especialização,Psicóloga(o),Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Superior Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Incompleto,Profissional de nível médio,Servidor(a) Temporário(a),Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411070,"4,1107E+12",Feminino,Fundamental Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,411070,Irati
411120,"4,1112E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411120,Itapejara d'Oeste
411120,"4,1112E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411120,Itapejara d'Oeste
411120,"4,1112E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411120,Itapejara d'Oeste
411120,"4,1112E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411120,Itapejara d'Oeste
411180,"4,1118E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,411180,Jacarezinho
411180,"4,1118E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411180,Jacarezinho
411190,"4,1119E+12",Masculino,Médio Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,411190,Jaguapitã
411190,"4,1119E+12",Feminino,Médio Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,411190,Jaguapitã
411240,"4,1124E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,411240,Japurá
411270,"4,1127E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,411270,Jataizinho
411270,"4,1127E+12",Feminino,Superior Completo,Profissional de nível médio,Voluntária(o),Paraná,411270,Jataizinho
411290,"4,1129E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411290,Jundiaí do Sul
411290,"4,1129E+12",Feminino,Superior Completo,Profissional de Educação Física,Sem Vínculo,Paraná,411290,Jundiaí do Sul
411290,"4,1129E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411290,Jundiaí do Sul
411290,"4,1129E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411290,Jundiaí do Sul
411310,"4,1131E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411310,Kaloré
411310,"4,1131E+12",Feminino,Superior Completo,Administrador(a),Sem Vínculo,Paraná,411310,Kaloré
411320,"4,1132E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411320,Lapa
411320,"4,1132E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411320,Lapa
411320,"4,1132E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411320,Lapa
411320,"4,1132E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411320,Lapa
411325,"4,11325E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,411325,Laranjal
411325,"4,11325E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411325,Laranjal
411325,"4,11325E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411325,Laranjal
411325,"4,11325E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,411325,Laranjal
411345,"4,11345E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411345,Lindoeste
411345,"4,11345E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,411345,Lindoeste
411345,"4,11345E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411345,Lindoeste
411345,"4,11345E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Paraná,411345,Lindoeste
411345,"4,11345E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411345,Lindoeste
411370,"4,1137E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Superior Completo,Pedagoga(o),Servidor(a) Estatutário(a),Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Superior Completo,Pedagoga(o),Empregada(o) Privado (CLT),Paraná,411370,Londrina
411370,"4,1137E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411370,Londrina
411370,"4,1137E+12",Feminino,Médio Completo,Pedagoga(o),Servidor(a) Estatutário(a),Paraná,411370,Londrina
411420,"4,1142E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411420,Mandaguari
411420,"4,1142E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411420,Mandaguari
411420,"4,1142E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411420,Mandaguari
411420,"4,1142E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411420,Mandaguari
411430,"4,1143E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Paraná,411430,Mandirituba
411430,"4,1143E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Paraná,411430,Mandirituba
411460,"4,1146E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411460,Marechal Cândido Rondon
411460,"4,1146E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,411460,Marechal Cândido Rondon
411460,"4,1146E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,411460,Marechal Cândido Rondon
411460,"4,1146E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Paraná,411460,Marechal Cândido Rondon
411460,"4,1146E+12",Feminino,Superior Completo,Pedagoga(o),Outro vínculo não permanente,Paraná,411460,Marechal Cândido Rondon
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Administrador(a),Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Administrador(a),Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Especialização,Advogada(o),Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Especialização,Advogada(o),Outro vínculo não permanente,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Completo,Enfermeira(o),Outro vínculo não permanente,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
411520,"4,1152E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,411520,Maringá
