IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;17/08/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;11/02/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;25/05/2022;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;20/05/2022;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;04/06/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;15/12/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/05/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/10/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;20/01/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/03/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;12/09/2023;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;10/08/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;22/06/2023;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;28/07/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;01/08/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;20/05/2022;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;04/06/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;04/08/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;21/01/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410725;4,10725E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/11/2023;4107256;Paraná;Região Sul;Douradina;419,853;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
410725;4,10725E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/03/2020;4107256;Paraná;Região Sul;Douradina;419,853;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
410740;4,1074E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/09/2022;4107405;Paraná;Região Sul;Enéas Marques;192,203;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
410740;4,1074E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/12/2022;4107405;Paraná;Região Sul;Enéas Marques;192,203;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
410753;4,10753E+12;Masculino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/11/2017;4107538;Paraná;Região Sul;Entre Rios do Oeste;122,071;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
410753;4,10753E+12;Masculino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/06/2021;4107538;Paraná;Região Sul;Entre Rios do Oeste;122,071;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
410765;4,10765E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;01/10/2021;4107652;Paraná;Região Sul;Fazenda Rio Grande;116,678;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;1;;;;4;4
410765;4,10765E+12;Feminino;Especialização;Pedagoga(o);Sem Vínculo;Família Acolhedora;05/08/2021;4107652;Paraná;Região Sul;Fazenda Rio Grande;116,678;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;1;;;;4;4
410765;4,10765E+12;Feminino;Superior Completo;Psicóloga(o);Sem Vínculo;Família Acolhedora;09/07/2020;4107652;Paraná;Região Sul;Fazenda Rio Grande;116,678;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;3;1;;;;1;;;;4;4
410765;4,10765E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;18/08/2022;4107652;Paraná;Região Sul;Fazenda Rio Grande;116,678;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;1;;;;4;4
410773;4,10773E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/06/2020;4107736;Paraná;Região Sul;Fernandes Pinheiro;406,5;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
410773;4,10773E+12;Feminino;Fundamental Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;14/11/2019;4107736;Paraná;Região Sul;Fernandes Pinheiro;406,5;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
410773;4,10773E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/06/2020;4107736;Paraná;Região Sul;Fernandes Pinheiro;406,5;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
410773;4,10773E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/11/2019;4107736;Paraná;Região Sul;Fernandes Pinheiro;406,5;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
410773;4,10773E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/11/2019;4107736;Paraná;Região Sul;Fernandes Pinheiro;406,5;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
410830;4,1083E+12;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/11/2017;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;30/04/2019;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/04/2018;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;17/12/2020;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;30/03/2022;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/09/2015;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;25/08/2023;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;17/09/2018;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;29/09/2015;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/04/2018;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Fisioterapeuta;Sem Vínculo;Família Acolhedora;14/12/2016;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Masculino;Superior Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;11/05/2020;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/12/2015;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;11/12/2017;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Psicóloga(o);Voluntária(o);Família Acolhedora;06/12/2022;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Médio Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;05/01/2023;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;20/12/2021;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Masculino;Superior Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;11/05/2020;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/12/2015;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Completo;Advogada(o);Voluntária(o);Família Acolhedora;10/05/2023;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
410830;4,1083E+12;Feminino;Superior Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;30/06/2023;4108304;Paraná;Região Sul;Foz do Iguaçu;618,353;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;12;24;14;;;;1;2;;;;50;50
